asset_id,gi_id,borough,sewer_type,asset_type,status,status_group,constructed_date,outfall,nyc_waters,latitude,longitude
102509,955E,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-11-18,TI-010,Flushing Creek,40.74302911772415,-73.78462904191748
122123,192,Bronx,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-04-28,HP-008,Bronx River,40.82279127853047,-73.8808182180484
138966,622B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-12-15,TI-010,Flushing Creek,40.726847575171625,-73.78545189401663
141250,6016A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-11-08,BB-009,Newtown Creek,40.74327968884474,-73.91481952027905
143542,GS1188D,Queens,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2019-10-21,TI-011,Flushing Creek,40.76627304382714,-73.8174745641772
149226,5176F,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-11-08,BB-026,Newtown Creek,40.74099544905855,-73.93247455456381
160142,92A,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-25,OH-021,Coney Island Creek,40.60617180578173,-73.97363059750121
171017,GS1230B,Queens,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.69035908086412,-73.8644743504583
172319,GS4025G,Brooklyn,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2024-04-30,CI-005,Jamaica Bay and Tributaries,40.6546543737637,-73.94254578241322
175477,1025e,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.666437738243005,-73.92849869410803
181483,RG01,Queens,Combined,Rain Garden,Constructed,Constructed,2024-12-17,TI-010,Flushing Creek,40.74305135141636,-73.81398517025595
181513,RG02,Queens,Combined,Rain Garden,Constructed,Constructed,2020-10-31,26W-005,Jamaica Bay and Tributaries,40.66046686206796,-73.85407204287903
182292,IB2483b,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2022-08-31,TI-010,Flushing Creek,40.75801322802187,-73.81155642947759
182389,Q136-01SPa,Queens,Combined,Subsurface Pipe/Broken Stone,In Construction,In Construction,2026-07-15,TI-018,Flushing Bay,40.78526298715615,-73.85255302776952
184410,PCP1,Brooklyn,Combined,Permeable Pavers,Constructed,Constructed,2014-12-01,OH-015,East River / Open Waters,40.62873100145402,-73.97922500098906
185988,X107-01STb,Bronx,Combined,Synthetic Turf Field Storage Layer,Constructed,Constructed,2022-04-01,HP-010,Bronx River,40.819750000060445,-73.8691111119492
190796,RG-01,Bronx,Combined,Rain Garden,100% Design Accepted,Final Design,,WIB-068,East River / Open Waters,40.83801563706595,-73.89945672915239
113159,1354B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.693191490015344,-73.86560052159317
172207,IB2084DA,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2024-04-30,CI-005,Jamaica Bay and Tributaries,40.65947639743719,-73.94865650991316
99918,1538b,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.68354278514138,-73.88002384222655
188803,PP8116.1,Brooklyn,Combined,ROW Porous Concrete,90% Design Submitted,Final Design,,OH-015,East River / Open Waters,40.602356761481374,-74.0028983763357
101851,SGS40A,Queens,Combined,ROWSGS,Constructed (Full Maintenance),Constructed,2021-11-18,TI-010,Flushing Creek,40.72456842919495,-73.76832531574337
94428,365D,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-10-14,JAM-003,Jamaica Bay and Tributaries,40.69291405510296,-73.82278816439428
182779,IB2096b,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.65828994712469,-73.92025138860144
142244,X300-01RGb,Bronx,Combined,Rain Garden,Constructed,Constructed,2015-06-25,HP-004,Bronx River,40.84638088250574,-73.88694362459898
146906,1393f,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.74016987228912,-73.80653438301053
158410,212A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-12-30,BB-005,East River / Open Waters,40.734335895723824,-73.89316634605251
143667,209B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-11-17,TI-022,Flushing Creek,40.76069074634625,-73.82874511684442
181573,IB1418D,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2020-08-09,JAM-005,Jamaica Bay and Tributaries,40.709141144895234,-73.73872441317314
184255,IB676-1B,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-06-11,JAM-003,Jamaica Bay and Tributaries,40.68658375654098,-73.82902936219003
187163,ThomasJ2,Manhattan,Non-combined,Rain Garden,Constructed,Constructed,2019-09-01,WI-602,East River / Open Waters,40.79330324785808,-73.93502182661001
113335,IB1350A,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.69455062255154,-73.86427040354168
164898,82428C,Queens,Combined,ROWRG,Constructed (Full Maintenance),Constructed,2024-06-28,TI-023,East River / Open Waters,40.773513428470366,-73.80372574604354
119688,422a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-08-25,NCB-015,Newtown Creek,40.70484665954815,-73.91980325523389
188193,RG-3,Bronx,Combined,Rain Garden,Constructed,Constructed,2019-01-31,WIB-068,East River / Open Waters,40.83902914974204,-73.90350648153216
171522,IB1951B,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.68030658591032,-73.86157093608139
142368,1062H,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-11-17,TI-011,Flushing Creek,40.764200490896805,-73.82671717011374
104615,301D,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-09-15,RH-034,Gowanus Canal,40.68006537271896,-73.9671353520505
108086,2321a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-08-31,TI-010,Flushing Creek,40.75638108657119,-73.80636360577262
142744,1238D,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-11-17,TI-011,Flushing Creek,40.76574059495741,-73.83345923925224
149606,ATCO16_1,Manhattan,Combined,Green Roof,Constructed,Constructed,2014-03-18,NCM-037,East River / Open Waters,40.75586301113569,-73.97888555297519
143808,324B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-11-17,TI-022,Flushing Creek,40.754419554328486,-73.83289403195708
103036,1519A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-11-18,TI-010,Flushing Creek,40.753141321847,-73.7813382997807
181659,IB35A,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-12-15,TI-010,Flushing Creek,40.714575504923474,-73.80290940204422
118359,409a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-08-15,26W-003,Jamaica Bay and Tributaries,40.6677391151366,-73.89670015635355
158022,447-1a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-05-31,NCB-015,Newtown Creek,40.69316236780897,-73.93531618325723
181688,Q317-01SPa,Queens,Combined,Subsurface Storage,In Construction,In Construction,2026-07-15,TI-008,Alley Creek,40.74630498190114,-73.75850351414127
174643,IB5028G,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2025-03-13,CI-005,Jamaica Bay and Tributaries,40.6387953274716,-73.90201862984364
117806,46b,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-01-15,26W-003,Jamaica Bay and Tributaries,40.68297965934304,-73.89393714093295
187296,Q463-03SPa,Queens,Combined,Subsurface Detention System,In Construction,In Construction,,TI-011,Flushing Creek,40.76644894260319,-73.82929086893357
148825,5024B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-12-31,BB-026,Newtown Creek,40.74578520487039,-73.92545735115506
187774,IB824a,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2021-11-02,TI-010,Flushing Creek,40.7269394831319,-73.82634461510617
126384,0426a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-02-03,NCB-015,Newtown Creek,40.69034448293637,-73.90710156761324
182882,IB359b,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-12-30,BB-005,East River / Open Waters,40.75155502400316,-73.90761766754092
133013,401A,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-08-27,26W-003,Jamaica Bay and Tributaries,40.66550769720787,-73.92162995769083
107248,2002a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-08-31,TI-010,Flushing Creek,40.77299067374898,-73.79637163677351
172271,IB4026D,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2024-04-30,CI-005,Jamaica Bay and Tributaries,40.65454409323442,-73.94273440806865
106830,1551b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-24,TI-010,Flushing Creek,40.763944471481096,-73.80061384240116
133040,427C,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-12-10,26W-003,Jamaica Bay and Tributaries,40.66607852131844,-73.91379133070849
114698,026d,Bronx,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2021-07-30,HP-012,Westchester Creek,40.82922169780856,-73.845998435475
173753,IB1980A,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-11-18,TI-010,Flushing Creek,40.75928104082883,-73.78399693647656
175629,IB1086a,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.66068686584405,-73.93054328601681
100758,2322f,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-07-21,26W-004,Jamaica Bay and Tributaries,40.65856857886154,-73.87885792266233
158403,199A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-12-30,BB-005,East River / Open Waters,40.73192804369144,-73.89297280208346
173687,IB8b,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.68032303890679,-73.84271732103754
134461,GS1476c,Brooklyn,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.669444470923295,-73.85905031904412
160225,0093B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-01,BB-006,Flushing Bay,40.733692708025785,-73.88106145757554
187263,OldTown1,Staten Island,MS4,Permeable Pavers,Constructed,Constructed,2021-07-01,OB-679,East River / Open Waters,40.59527870367849,-74.08115398804807
133950,840b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.6776939491857,-73.85821596972285
128194,1-312a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-28,NCB-014,East River / Open Waters,40.67774513427674,-73.94148385036102
110632,665-1A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.76555522582213,-73.87903641868371
142323,1030B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-21,TI-011,Flushing Creek,40.76312796765015,-73.8304141033469
183636,IB5004E,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2024-04-30,CI-005,Jamaica Bay and Tributaries,40.65804591234752,-73.93431643843728
104684,403B,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-09-15,RH-034,Gowanus Canal,40.677426058862565,-73.97201798323941
182511,IB42A,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.762749106241216,-73.87137799523595
187829,IB962c,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.72592497277727,-73.81077806838019
108450,2518b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-08-31,TI-010,Flushing Creek,40.76100744299991,-73.81248586596644
189153,B-20,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-07-24,26W-005,Jamaica Bay and Tributaries,40.67116657810777,-73.84081025639297
112940,1250G,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.6906110796807,-73.86237236235709
153864,753b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-03-15,BB-008,Flushing Bay,40.7461089893643,-73.86829799504628
142535,1139B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-21,TI-011,Flushing Creek,40.7635144437473,-73.81486834795203
187881,IB1093a,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.72941720828005,-73.81107382611123
174905,IB6014C,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2025-03-13,CI-005,Jamaica Bay and Tributaries,40.64705086093295,-73.91165832877938
127685,1-81d,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-06-01,NCB-014,East River / Open Waters,40.67193438379477,-73.94021352066491
105857,1435D,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-12-30,NCB-083,Newtown Creek,40.69894844266408,-73.89118156137077
159003,B-20,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2013-10-09,NCB-015,Newtown Creek,40.694921338186255,-73.91949651614755
182552,IB61A,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.76216079699505,-73.87224464593156
142224,K218-02RGa,Brooklyn,Combined,Rain Garden,Constructed,Constructed,2013-07-01,26W-005,Jamaica Bay and Tributaries,40.66978818396109,-73.87473765223683
150223,357b,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-08-03,NCB-015,Newtown Creek,40.69699694053212,-73.91711050351007
99864,1509e,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.68317760480918,-73.88072116307113
188808,PP8128,Brooklyn,Combined,ROW Porous Concrete,90% Design Submitted,Final Design,,OH-015,East River / Open Waters,40.60152102345972,-74.00136552008875
170621,IB525A,Bronx,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-03,HP-033,Westchester Creek,40.83993864399958,-73.84657237003161
126754,87A,Bronx,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-03,HP-033,Westchester Creek,40.847290671381074,-73.85449333316122
140142,1438A,Queens,Combined,ROWRG,Constructed (Full Maintenance),Constructed,2021-12-15,TI-010,Flushing Creek,40.736823743843786,-73.80196904852579
182220,IB1953C,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.67994801072629,-73.86094747084648
150267,400a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-08-03,NCB-015,Newtown Creek,40.69591748116754,-73.91316915122184
188155,IB598C,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.76461186318171,-73.87457965559881
176167,IB2127da,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.65847076248657,-73.92407957184825
143197,1489A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-21,TI-011,Flushing Creek,40.76754361505152,-73.81293641973447
155801,1414a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-03-15,BB-008,Flushing Bay,40.75437750003514,-73.8670359708148
117426,sgs594,Bronx,Combined,ROWSGS,Constructed (Full Maintenance),Constructed,2021-05-03,HP-014,Westchester Creek,40.85445358433637,-73.84243684335577
132805,249B,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-10-26,26W-003,Jamaica Bay and Tributaries,40.671315229688325,-73.91108859924138
149292,IB5190D,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2020-08-26,BB-026,Newtown Creek,40.7437376258916,-73.93287353045001
102950,1450C,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-11-18,TI-010,Flushing Creek,40.75158217721204,-73.78677299645044
148168,D-11a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-12-22,JAM-003a,Jamaica Bay and Tributaries,40.70421680741752,-73.82441414532205
187650,IB330d,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.71944322320159,-73.82332582851153
106513,1376b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-24,TI-010,Flushing Creek,40.764068995368106,-73.79029283469461
187670,IB364b,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.71851034552214,-73.81841277493477
157821,428a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-08-22,NCB-015,Newtown Creek,40.69157570607814,-73.9304794478619
187707,IB608a,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-10-31,TI-010,Flushing Creek,40.72075754302711,-73.80938116407702
171263,GS1001b,Brooklyn,Combined,ROWGS,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.674121153204425,-73.87321905181311
184527,IB2337a,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2022-06-09,JAM-003a,Jamaica Bay and Tributaries,40.67086689175341,-73.81019556533398
96469,342A,Bronx,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-10-22,HP-007,Bronx River,40.85500857954732,-73.85932146030989
139408,1013AA,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-12-15,TI-010,Flushing Creek,40.728948060876334,-73.79319265163838
175094,IB6075B,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2025-03-13,CI-005,Jamaica Bay and Tributaries,40.64623382604096,-73.90757572542354
181939,IB1169b,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-06-29,26W-004,Jamaica Bay and Tributaries,40.67574213879904,-73.89302684573718
118205,298a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-01-15,26W-003,Jamaica Bay and Tributaries,40.667651155720485,-73.9101500957693
104920,66A,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-09-15,OH-007,Gowanus Canal,40.67074657967585,-73.97496945362245
185882,IB52475A,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2024-06-28,TI-023,East River / Open Waters,40.77883757130815,-73.80081225485425
137126,857f,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-12-28,NCQ-077,Newtown Creek,40.72041081466608,-73.90172577434217
94688,548B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-11,JAM-003,Jamaica Bay and Tributaries,40.68023478511252,-73.82248976017473
186031,IB2159c,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-06-09,JAM-003a,Jamaica Bay and Tributaries,40.67336586631755,-73.81232505058387
151808,4e,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-07-09,BB-008,Flushing Bay,40.74252501335663,-73.89391204542912
185894,IB52749C,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2024-06-28,TI-023,East River / Open Waters,40.779760821977554,-73.79434646046123
150142,312e,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2017-08-10,NCB-015,Newtown Creek,40.69179789365853,-73.91017759752295
184530,IB2369a,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2022-06-09,JAM-003a,Jamaica Bay and Tributaries,40.6721830502344,-73.80364185023251
118495,477a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-10-15,26W-003,Jamaica Bay and Tributaries,40.663822941533176,-73.90154688247588
185755,IB62367B,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2024-06-28,TI-023,East River / Open Waters,40.77608055126426,-73.80650309423038
188402,RG-2,Brooklyn,Combined,Rain Garden,Constructed,Constructed,2016-05-01,OH-002,East River / Open Waters,40.63143927999555,-74.01296628655523
110032,262B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.75928231608757,-73.88219727983464
103746,1294A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-09-16,JAM-005,Jamaica Bay and Tributaries,40.70605271603285,-73.74440614735921
182036,IB1787a,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-07-21,26W-005,Jamaica Bay and Tributaries,40.67547028962406,-73.88086923833076
182170,IB3012D,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2024-04-30,CI-005,Jamaica Bay and Tributaries,40.66375134641435,-73.94001429484275
183604,IB1620c,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.678347530990415,-73.88527300114933
103686,1225B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-09-16,JAM-005,Jamaica Bay and Tributaries,40.70546400561963,-73.73444910065291
113847,1844AA,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.68318122469657,-73.86723305662558
113887,IB1867AB,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.67999018876576,-73.86551860865137
160906,Q357B-2,Queens,Combined,Porous Asphalt,Constructed (In Guarantee),Constructed,2024-08-22,BB-006,Flushing Bay,40.73575723933273,-73.85682883144301
134525,1574a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.66589812888111,-73.85504969941965
188264,RG-5,Bronx,Combined,Rain Garden,Constructed,Constructed,2018-06-30,WIB-068,East River / Open Waters,40.80666380581731,-73.92215279175987
120074,525b,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-08-25,NCB-015,Newtown Creek,40.70183362856362,-73.91469964087472
132813,257D,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2015-11-05,26W-003,Jamaica Bay and Tributaries,40.67267077663159,-73.90656456557376
133958,856a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.67502506951212,-73.85755332940968
188283,PP-2,Manhattan,Combined,Permeable Pavers,Constructed,Constructed,2018-03-01,NCM-042,East River / Open Waters,40.7143064010264,-73.98392620065172
177691,IB2765a,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-07-21,26W-005,Jamaica Bay and Tributaries,40.65833043796901,-73.8742266657274
121326,2218a,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2022-06-09,JAM-003a,Jamaica Bay and Tributaries,40.67240185431215,-73.80534074076505
177001,IB6011a,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.64767269076125,-73.92794128624108
100443,1942a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-10-05,26W-005,Jamaica Bay and Tributaries,40.67015183719379,-73.88070433617598
131764,22D,Bronx,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-03,HP-014,Westchester Creek,40.89215065239127,-73.85598696942365
147869,2141b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-11-02,TI-010,Flushing Creek,40.74831314584165,-73.83076122974367
134023,977a,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.67604972300796,-73.87117439561267
181518,IB1532a,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2021-05-06,26W-005,Jamaica Bay and Tributaries,40.66876765165067,-73.85508639646798
182716,IB1119a,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2024-12-23,CI-005,Jamaica Bay and Tributaries,40.66078604004691,-73.93146711763241
114086,2084A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.68345796533615,-73.85758189565729
182543,IB681B,Queens,Combined,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),Constructed,2022-09-30,BB-005,East River / Open Waters,40.7664504653126,-73.88014797091401
94528,431A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2020-10-14,JAM-003,Jamaica Bay and Tributaries,40.693144009441866,-73.82509730266503
114081,2069A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-05-14,26W-005,Jamaica Bay and Tributaries,40.68078822824703,-73.85500985986576
174449,IB4129A,Brooklyn,Combined,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),Constructed,2025-03-13,CI-005,Jamaica Bay and Tributaries,40.64262667166772,-73.91201252381244
119557,382e,Brooklyn,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-08-25,NCB-015,Newtown Creek,40.70408842655143,-73.92406653593598
149673,NYBG_B,Bronx,Combined,Permeable Pavers,Constructed,Constructed,2016-11-15,WIB-068,East River / Open Waters,40.86237806680783,-73.88041850816927
112974,1279B,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.69147901993309,-73.86164565713585
136965,784b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2016-12-28,NCQ-077,Newtown Creek,40.71745938106232,-73.90186945694758
185837,IB21031C,Queens,Combined,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),Constructed,2024-06-28,TI-003,East River / Open Waters,40.78278892736242,-73.81887535009761
143355,1561A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-21,TI-011,Flushing Creek,40.769515614968654,-73.8145775294681
113042,1303C,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-29,26W-005,Jamaica Bay and Tributaries,40.68826828435287,-73.85900567824572
106291,1238b,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2021-06-24,TI-010,Flushing Creek,40.76653398363481,-73.78311828416368
160498,0971A,Queens,Combined,ROWB,Constructed (Full Maintenance),Constructed,2019-10-01,BB-006,Flushing Bay,40.71138429639723,-73.85294554109053
